obstacle_id,vertex_index,x,y,s11,s12,s21,s22
1,1,250.0,146.6,0.0,0.0,0.0,0.0
1,2,400.0,146.6,0.0,0.0,0.0,0.0
1,3,400.0,330.0,0.0,0.0,0.0,0.0
1,4,250.0,330.0,0.0,0.0,0.0,0.0
2,1,200.0,-26.6,0.0,0.0,0.0,0.0
2,2,550.0,-26.6,0.0,0.0,0.0,0.0
2,3,550.0,26.6,0.0,0.0,0.0,0.0
2,4,200.0,26.6,0.0,0.0,0.0,0.0
3,1,400.0,-330.0,0.0,0.0,0.0,0.0
3,2,550.0,-330.0,0.0,0.0,0.0,0.0
3,3,550.0,-146.6,0.0,0.0,0.0,0.0
3,4,400.0,-146.6,0.0,0.0,0.0,0.0
4,1,800.0,146.6,0.0,0.0,0.0,0.0
4,2,950.0,146.6,0.0,0.0,0.0,0.0
4,3,950.0,330.0,0.0,0.0,0.0,0.0
4,4,800.0,330.0,0.0,0.0,0.0,0.0
5,1,800.0,-113.2,0.0,0.0,0.0,0.0
5,2,950.0,-113.2,0.0,0.0,0.0,0.0
5,3,950.0,26.6,0.0,0.0,0.0,0.0
5,4,800.0,26.6,0.0,0.0,0.0,0.0
6,1,650.0,-330.0,0.0,0.0,0.0,0.0
6,2,800.0,-330.0,0.0,0.0,0.0,0.0
6,3,800.0,-233.2,0.0,0.0,0.0,0.0
6,4,650.0,-233.2,0.0,0.0,0.0,0.0
7,1,1200.0,233.2,0.0,0.0,0.0,0.0
7,2,1350.0,233.2,0.0,0.0,0.0,0.0
7,3,1350.0,330.0,0.0,0.0,0.0,0.0
7,4,1200.0,330.0,0.0,0.0,0.0,0.0
8,1,1150.0,-199.8,0.0,0.0,0.0,0.0
8,2,1350.0,-199.8,0.0,0.0,0.0,0.0
8,3,1350.0,113.2,0.0,0.0,0.0,0.0
8,4,1150.0,113.2,0.0,0.0,0.0,0.0
9,1,975.0,-26.6,0.0,0.0,0.0,0.0
9,2,1125.0,-26.6,0.0,0.0,0.0,0.0
9,3,1125.0,26.6,0.0,0.0,0.0,0.0
9,4,975.0,26.6,0.0,0.0,0.0,0.0
10,1,1400.0,233.2,0.0,0.0,0.0,0.0
10,2,1700.0,233.2,0.0,0.0,0.0,0.0
10,3,1680.0,330.0,0.0,0.0,0.0,0.0
10,4,1420.0,330.0,0.0,0.0,0.0,0.0
11,1,60.0,233.2,0.0,0.0,0.0,0.0
11,2,140.0,233.2,0.0,0.0,0.0,0.0
11,3,140.0,300.0,0.0,0.0,0.0,0.0
11,4,100.0,330.0,0.0,0.0,0.0,0.0
11,5,60.0,300.0,0.0,0.0,0.0,0.0
12,1,1000.0,-85.0,0.0,0.0,0.0,0.0
12,2,1020.0,-110.0,0.0,0.0,0.0,0.0
12,3,1080.0,-110.0,0.0,0.0,0.0,0.0
12,4,1100.0,-85.0,0.0,0.0,0.0,0.0
12,5,1080.0,-60.0,0.0,0.0,0.0,0.0
12,6,1020.0,-60.0,0.0,0.0,0.0,0.0
13,1,1000.0,233.2,0.0,0.0,0.0,0.0
13,2,1200.0,233.2,0.0,0.0,0.0,0.0
13,3,1200.0,300.0,0.0,0.0,0.0,0.0
13,4,1100.0,330.0,0.0,0.0,0.0,0.0
13,5,1000.0,300.0,0.0,0.0,0.0,0.0
14,1,60.0,-233.2,0.0,0.0,0.0,0.0
14,2,140.0,-233.2,0.0,0.0,0.0,0.0
14,3,140.0,-300.0,0.0,0.0,0.0,0.0
14,4,100.0,-330.0,0.0,0.0,0.0,0.0
14,5,60.0,-300.0,0.0,0.0,0.0,0.0
