arc_dist,agent,landmark_id,quality,xa,ya,xl,yl
555.5799419649898,1,1,2.8242203721810014e-6,470.3661088705105,-275.42238314874027,600.0,-300.0
565.9453259362449,1,1,0.00017821765229946977,480.5026673513563,-277.58833952778997,600.0,-300.0
574.03449843819,1,1,0.004486759587607755,488.5244107865529,-278.63061781409584,600.0,-300.0
581.4049927166177,1,1,0.07398579342056225,495.892331048292,-278.43584377837675,600.0,-300.0
589.724831919739,1,1,0.6293192255761172,504.0674200087653,-276.8906431913515,600.0,-300.0
600.5929297296301,1,1,0.9858522434889269,514.5106695401641,-273.8816418237387,600.0,-300.0
615.0819954004593,1,1,0.9998497343016224,528.2769625381628,-269.3625488719559,600.0,-300.0
632.5927389415801,1,1,0.9999986836543077,544.7967459923652,-263.55540723521534,600.0,-300.0
652.1151647445155,1,1,0.9999999679976287,563.0943579158582,-256.749343238428,600.0,-300.0
672.6405073037224,1,1,0.999999990581265,582.194136321728,-249.23348320650504,600.0,-300.0
693.1634868342222,1,1,0.9999999327268695,601.1204192230618,-241.2969534643574,600.0,-300.0
712.9393918427869,1,1,0.9999949109819727,619.1440967962777,-233.15855892707114,600.0,-300.0
732.2424193350206,1,1,0.9985636424383633,636.5222678711203,-224.75581887043293,600.0,-300.0
751.5951606943754,1,1,0.5233148981213179,653.7585834406664,-215.95593116040453,600.0,-300.0
771.5134784073481,1,1,0.0009045458416202717,671.3566944979921,-206.62609366294762,600.0,-300.0
