obstacle_id,vertex_index,x,y,s11,s12,s21,s22
1,1,200.0,146.6,0.0,0.0,0.0,0.0
1,2,350.0,146.6,0.0,0.0,0.0,0.0
1,3,350.0,330.0,0.0,0.0,0.0,0.0
1,4,200.0,330.0,0.0,0.0,0.0,0.0
2,1,200.0,-26.6,0.0,0.0,0.0,0.0
2,2,350.0,-26.6,0.0,0.0,0.0,0.0
2,3,350.0,26.6,0.0,0.0,0.0,0.0
2,4,200.0,26.6,0.0,0.0,0.0,0.0
3,1,200.0,-330.0,0.0,0.0,0.0,0.0
3,2,350.0,-330.0,0.0,0.0,0.0,0.0
3,3,350.0,-146.6,0.0,0.0,0.0,0.0
3,4,200.0,-146.6,0.0,0.0,0.0,0.0
4,1,750.0,146.6,0.0,0.0,0.0,0.0
4,2,900.0,146.6,0.0,0.0,0.0,0.0
4,3,900.0,330.0,0.0,0.0,0.0,0.0
4,4,750.0,330.0,0.0,0.0,0.0,0.0
5,1,750.0,-199.8,0.0,0.0,0.0,0.0
5,2,900.0,-199.8,0.0,0.0,0.0,0.0
5,3,900.0,26.6,0.0,0.0,0.0,0.0
5,4,750.0,26.6,0.0,0.0,0.0,0.0
6,1,750.0,-330.0,0.0,0.0,0.0,0.0
6,2,900.0,-330.0,0.0,0.0,0.0,0.0
6,3,900.0,-319.8,0.0,0.0,0.0,0.0
6,4,750.0,-319.8,0.0,0.0,0.0,0.0
7,1,1200.0,233.2,0.0,0.0,0.0,0.0
7,2,1350.0,233.2,0.0,0.0,0.0,0.0
7,3,1350.0,330.0,0.0,0.0,0.0,0.0
7,4,1200.0,330.0,0.0,0.0,0.0,0.0
8,1,1200.0,-199.8,0.0,0.0,0.0,0.0
8,2,1350.0,-199.8,0.0,0.0,0.0,0.0
8,3,1350.0,113.2,0.0,0.0,0.0,0.0
8,4,1200.0,113.2,0.0,0.0,0.0,0.0
9,1,1200.0,-330.0,0.0,0.0,0.0,0.0
9,2,1350.0,-330.0,0.0,0.0,0.0,0.0
9,3,1350.0,-319.8,0.0,0.0,0.0,0.0
9,4,1200.0,-319.8,0.0,0.0,0.0,0.0
10,1,375.0,-330.0,0.0,0.0,0.0,0.0
10,2,440.0,-330.0,0.0,0.0,0.0,0.0
10,3,440.0,-233.2,0.0,0.0,0.0,0.0
10,4,375.0,-233.2,0.0,0.0,0.0,0.0
11,1,375.0,-26.6,0.0,0.0,0.0,0.0
11,2,675.0,-26.6,0.0,0.0,0.0,0.0
11,3,675.0,26.6,0.0,0.0,0.0,0.0
11,4,375.0,26.6,0.0,0.0,0.0,0.0
12,1,950.0,-26.6,0.0,0.0,0.0,0.0
12,2,1150.0,-26.6,0.0,0.0,0.0,0.0
12,3,1150.0,26.6,0.0,0.0,0.0,0.0
12,4,950.0,26.6,0.0,0.0,0.0,0.0
13,1,975.0,-199.8,0.0,0.0,0.0,0.0
13,2,1150.0,-199.8,0.0,0.0,0.0,0.0
13,3,1150.0,-146.6,0.0,0.0,0.0,0.0
13,4,975.0,-146.6,0.0,0.0,0.0,0.0
14,1,1400.0,233.2,0.0,0.0,0.0,0.0
14,2,1700.0,233.2,0.0,0.0,0.0,0.0
14,3,1700.0,330.0,0.0,0.0,0.0,0.0
14,4,1400.0,330.0,0.0,0.0,0.0,0.0
15,1,360.0,233.2,0.0,0.0,0.0,0.0
15,2,440.0,233.2,0.0,0.0,0.0,0.0
15,3,440.0,300.0,0.0,0.0,0.0,0.0
15,4,400.0,330.0,0.0,0.0,0.0,0.0
15,5,360.0,300.0,0.0,0.0,0.0,0.0
16,1,1000.0,-85.0,0.0,0.0,0.0,0.0
16,2,1020.0,-110.0,0.0,0.0,0.0,0.0
16,3,1080.0,-110.0,0.0,0.0,0.0,0.0
16,4,1100.0,-85.0,0.0,0.0,0.0,0.0
16,5,1080.0,-60.0,0.0,0.0,0.0,0.0
16,6,1020.0,-60.0,0.0,0.0,0.0,0.0
17,1,1000.0,233.2,0.0,0.0,0.0,0.0
17,2,1200.0,233.2,0.0,0.0,0.0,0.0
17,3,1200.0,300.0,0.0,0.0,0.0,0.0
17,4,1100.0,330.0,0.0,0.0,0.0,0.0
17,5,1000.0,300.0,0.0,0.0,0.0,0.0
18,1,60.0,-233.2,0.0,0.0,0.0,0.0
18,2,140.0,-233.2,0.0,0.0,0.0,0.0
18,3,140.0,-300.0,0.0,0.0,0.0,0.0
18,4,100.0,-330.0,0.0,0.0,0.0,0.0
18,5,60.0,-300.0,0.0,0.0,0.0,0.0
