obstacle_id,vertex_index,x,y,s11,s12,s21,s22
1,1,200.0,146.6,0.0,0.0,0.0,0.0
1,2,350.0,146.6,0.0,0.0,0.0,0.0
1,3,350.0,300.0,0.0,0.0,0.0,0.0
1,4,275.0,330.0,0.0,0.0,0.0,0.0
1,5,200.0,300.0,0.0,0.0,0.0,0.0
2,1,185.0,0.0,0.0,0.0,0.0,0.0
2,2,215.0,-26.6,0.0,0.0,0.0,0.0
2,3,335.0,-26.6,0.0,0.0,0.0,0.0
2,4,365.0,0.0,0.0,0.0,0.0,0.0
2,5,335.0,26.6,0.0,0.0,0.0,0.0
2,6,215.0,26.6,0.0,0.0,0.0,0.0
3,1,200.0,-300.0,0.0,0.0,0.0,0.0
3,2,275.0,-330.0,0.0,0.0,0.0,0.0
3,3,350.0,-300.0,0.0,0.0,0.0,0.0
3,4,350.0,-146.6,0.0,0.0,0.0,0.0
3,5,200.0,-146.6,0.0,0.0,0.0,0.0
4,1,800.0,146.6,0.0,0.0,0.0,0.0
4,2,950.0,146.6,0.0,0.0,0.0,0.0
4,3,915.0,330.0,0.0,0.0,0.0,0.0
4,4,835.0,330.0,0.0,0.0,0.0,0.0
5,1,800.0,-113.2,0.0,0.0,0.0,0.0
5,2,950.0,-113.2,0.0,0.0,0.0,0.0
5,3,975.0,-43.3,0.0,0.0,0.0,0.0
5,4,950.0,26.6,0.0,0.0,0.0,0.0
5,5,800.0,26.6,0.0,0.0,0.0,0.0
5,6,775.0,-43.3,0.0,0.0,0.0,0.0
6,1,800.0,-330.0,0.0,0.0,0.0,0.0
6,2,950.0,-330.0,0.0,0.0,0.0,0.0
6,3,925.0,-233.2,0.0,0.0,0.0,0.0
6,4,825.0,-233.2,0.0,0.0,0.0,0.0
7,1,1325.0,233.2,0.0,0.0,0.0,0.0
7,2,1425.0,233.2,0.0,0.0,0.0,0.0
7,3,1450.0,330.0,0.0,0.0,0.0,0.0
7,4,1300.0,330.0,0.0,0.0,0.0,0.0
8,1,1300.0,113.2,0.0,0.0,0.0,0.0
8,2,1450.0,113.2,0.0,0.0,0.0,0.0
8,3,1480.0,-43.3,0.0,0.0,0.0,0.0
8,4,1450.0,-199.8,0.0,0.0,0.0,0.0
8,5,1300.0,-199.8,0.0,0.0,0.0,0.0
8,6,1270.0,-43.3,0.0,0.0,0.0,0.0
9,1,1825.0,233.2,0.0,0.0,0.0,0.0
9,2,1925.0,233.2,0.0,0.0,0.0,0.0
9,3,1950.0,330.0,0.0,0.0,0.0,0.0
9,4,1800.0,330.0,0.0,0.0,0.0,0.0
10,1,1800.0,-113.2,0.0,0.0,0.0,0.0
10,2,1950.0,-113.2,0.0,0.0,0.0,0.0
10,3,1980.0,0.0,0.0,0.0,0.0,0.0
10,4,1950.0,113.2,0.0,0.0,0.0,0.0
10,5,1800.0,113.2,0.0,0.0,0.0,0.0
10,6,1770.0,0.0,0.0,0.0,0.0,0.0
11,1,1800.0,-330.0,0.0,0.0,0.0,0.0
11,2,1950.0,-330.0,0.0,0.0,0.0,0.0
11,3,1925.0,-233.2,0.0,0.0,0.0,0.0
11,4,1825.0,-233.2,0.0,0.0,0.0,0.0
12,1,360.0,0.0,0.0,0.0,0.0,0.0
12,2,390.0,-26.6,0.0,0.0,0.0,0.0
12,3,710.0,-26.6,0.0,0.0,0.0,0.0
12,4,740.0,0.0,0.0,0.0,0.0,0.0
12,5,710.0,26.6,0.0,0.0,0.0,0.0
12,6,390.0,26.6,0.0,0.0,0.0,0.0
13,1,425.0,-330.0,0.0,0.0,0.0,0.0
13,2,775.0,-330.0,0.0,0.0,0.0,0.0
13,3,775.0,-300.0,0.0,0.0,0.0,0.0
13,4,740.0,-233.2,0.0,0.0,0.0,0.0
13,5,460.0,-233.2,0.0,0.0,0.0,0.0
13,6,425.0,-300.0,0.0,0.0,0.0,0.0
14,1,960.0,0.0,0.0,0.0,0.0,0.0
14,2,990.0,-26.6,0.0,0.0,0.0,0.0
14,3,1210.0,-26.6,0.0,0.0,0.0,0.0
14,4,1240.0,0.0,0.0,0.0,0.0,0.0
14,5,1210.0,26.6,0.0,0.0,0.0,0.0
14,6,990.0,26.6,0.0,0.0,0.0,0.0
15,1,1000.0,233.2,0.0,0.0,0.0,0.0
15,2,1300.0,233.2,0.0,0.0,0.0,0.0
15,3,1300.0,300.0,0.0,0.0,0.0,0.0
15,4,1250.0,330.0,0.0,0.0,0.0,0.0
15,5,1050.0,330.0,0.0,0.0,0.0,0.0
15,6,1000.0,300.0,0.0,0.0,0.0,0.0
16,1,1460.0,-43.3,0.0,0.0,0.0,0.0
16,2,1490.0,-113.2,0.0,0.0,0.0,0.0
16,3,1710.0,-113.2,0.0,0.0,0.0,0.0
16,4,1740.0,-43.3,0.0,0.0,0.0,0.0
16,5,1710.0,26.6,0.0,0.0,0.0,0.0
16,6,1490.0,26.6,0.0,0.0,0.0,0.0
17,1,1500.0,233.2,0.0,0.0,0.0,0.0
17,2,1800.0,233.2,0.0,0.0,0.0,0.0
17,3,1800.0,300.0,0.0,0.0,0.0,0.0
17,4,1750.0,330.0,0.0,0.0,0.0,0.0
17,5,1550.0,330.0,0.0,0.0,0.0,0.0
17,6,1500.0,300.0,0.0,0.0,0.0,0.0
18,1,2000.0,233.2,0.0,0.0,0.0,0.0
18,2,2350.0,233.2,0.0,0.0,0.0,0.0
18,3,2330.0,330.0,0.0,0.0,0.0,0.0
18,4,2020.0,330.0,0.0,0.0,0.0,0.0
